class,text
Liberal,"Brexit may be a threat to both. researchers think. Stranger Things There Are More Sheep Than People In Wales By Now 2016-12-232016-12-26 0 Comment Agriculture, census, farming Brexit may be a threat to both, researchers think. Share on FacebookShare on Twitter At the moment there are 9.81 million sheep and Iambs in Wales; and only 3,026.000 people.... There Are More Sheep Than People In Wales By Now — DuDeers dudeers.com"
Conservative,"Natalie Portman is a big star, but even she earns significantly less money than here male co-stars. Celebro Natalie Portman Talks About The Gender Wage Gap In Hollywood 2017-01-112017-01-11 0 Comment Natalie Portman is a big star, but even she earns significantly less money than here male co- stars. Share on FacebookShare on Twitter read more on E! Natalie Portman Talks About The Gender Wage Gap In Hollywood — DuDeers dudeers.com"
Liberal,"Tonight Show with Jimmy Fallon is very popular, but people aren't sure about his sincerity... Celebro DudeTube The Truth About Jimmy Fallon 2017-01-102017-01-10 0 Comment Tonight Show with Jimmy Fallon is very popular, but people aren't sure about his sincerity... Share on FacebookShare on Twitter The Truth About Jimmy Fallon — DuDeers dudeers.com"
Liberal,If you ever wondered... Q&A What Makes Dreaming So Much More Vivid And Memorable Than Just Thinking? 2017-01-092017-01-10 0 Comment Share on FacebookShare on Twitter Source What Makes Dreaming So Much More Vivid And Memorable Than Just Thinking? — DuDeers dudeers.com
Conservative,Do you remember the other Nice Peter vs Epiclloyd rap battle that took place  5 years ago?? Here's the new one! DudeTube Epic Rap Battles Of History  Season Finale. 2017-01-11 0 Comment Do you remember the other Nice  Peter vs Epiclloyd rap battle that took place 5 years ago?? Share on  FacebookShare on Twitter More ERB you can find on their youtube channel.  Epic Rap Battles Of History Season Finale. - DuDeers dudeers.com
Liberal,"Why Do We Count Seconds, Hours, Days, And Weeks In Weird Terms Like 60, 24, 7 And 52 But Once We Get To Years We Go Into Base Ten (Decades, Centuries, etc.)? Check the link below to know the answer! O&A Why Do We Count Seconds, Hours, Days, And Weeks In Weird Terms Like 60, 24, 7 And 52 But Once We Get To Years We Go Into Base Ten (Decades, Centuries, etc.)? 2017-01-112017-01-12 0 Comment Seems odd. Never thought about it until now. Share on FacebookShare on Twitter For more answer check this... Why Do We Count Seconds, Hours, Days, And Weeks In Weird Terms Like 60, 24, 7 And 52 But Once We Get To Years We Go Into Base Ten (Decades, Centuries, etc.)? — DuDeers dudeers.com"
Liberal,If Spotify is looking to create some new jobs a customer service department able to answer a phone call would be a good place to start. Stranger Things Spotify Offers Barack Obama A Job As ̀President Of Playlists' 2017-01-102017-01-10 0 Comment If Spotify is looking to create some new jobs a customer service department able to answer a phone call would be a good place to start. Share on FacebookShare on Twitter Read more. Spotify Offers Barack Obama A Job As ̀President Of Playlists' — DuDeers dudeers.com
Conservative,"This year had some good ones, but you already know them, so here's the list of the movies that were not so good DudeTube The Worst Movies of 2016 2016-12-302016-12-30 0 Comment This year had some good ones, but you already know them, so here's the list of the movies that were not so good Share on FacebookShare on Twitter The Worst Movies of 2016 — DuDeers dudeers.com"
Liberal,"Pay attention to these useful apps that will help you run your business. For  business owners Use it Useful Apps For Entrepreneurs  2017-01-182017-01-18 0 Comment for small business owners,  useful apps Pay attention to these useful apps that will help you run your  business. In an age when business is conducted on the go, and outside the  office, it is essentia ... Useful Apps For Entrepreneurs - Black4Black  black4black. info"
Liberal,You won't stop laughing if you watch this video. #FatherDaughterTalk
Liberal,Black Power Puff Girls. Justice must be served! By any means necessary!
Conservative,Make sure you guide your children and motivate them.
Liberal,This video may bring tears to your eyes. Make it go viral. We need this unity in our communities.
Liberal,When ballet dancers can mix modern dance and ballet. When ballet dancers  can mix modern dance and ballet.
Conservative,Just because dads are the best friends.
Liberal,Goals! Congrats to these two!
Liberal,When ballet dancers can mix modern dance and ballet. When ballet dancers  can mix modern dance and ballet.
Liberal,When ballet dancers can mix modern dance and ballet. When ballet dancers  can mix modern dance and ballet.
Conservative,Stop using this word for god's sake
Liberal,Do you like zoot suit style?
Liberal,La Raza League
Liberal,Black and Brown unite!
Liberal,"Mictlantecuhtli, the Aztec god of death"
Liberal,I'll just leave this here
Liberal,What your books won't tell you
Liberal,"Real Mexican-American pride. Respect! FYI: The three largest Hispanic groups in the United States are the Mexican- Americans, Puerto Ricans and Cubans."
Conservative,The most dangerous weapon is an educated Chicano.
Liberal,This picture is worth a thousand words
Liberal,Join our fight to save Southern Heritage! God bless Dixie!
Liberal,Join our fight to save Southern Heritage! God bless Dixie!
Liberal,Join us in our fight to save Southern Heritage! God bless Dixie!
Liberal,God bless Dixie!
Liberal,God Bless Dixie! The South will rise again!
Liberal,God bless Dixie!
Liberal,Unapologetically melaneted Kings and Queens are powerful together. Join us! Pan-Afican Roots MOVE
Liberal,"It's a very strong photo. Powerful and sad at the same time. This Queen managed to stay alive and beautiful despite what happened to her. She's really an example to everyone. GUYS, LETS MAKE HER VIRAL!"
Liberal,"The darker the berry, the sweeter the juice. Like if you agree!"
Conservative,"Just a reminder; Never forget that the black panthers group was only formed to protect Black people from the kkk, who used to kill Black people like animals. ?? However. the Black Panthers was dismantled by the US govt.. but the kkk still exists today. No, tell me this ain't about race. Better still, tell me why is this so? #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self IsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke"
Liberal,"Without our women, all of us wouldn't be in existence. Without their love, perseverance and protection, most of Black men would'nt be in these high positions we hold today.Bless all Black women who grind for for our existence. You are all we got! #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlackIsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African U n ifi cation #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke"
Liberal,They say Black people are ... (y'all know the negative narrative) But this is what is going on in our lives. We are intelligent and wiser than they are. Im proud of y'all. #BlackDontCrack #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticaIIyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #blackexcellence #goals #evoke
Conservative,You feel safe with a gun and even safer when your lady's woke on the 2nd.  Protect yourselves!
Conservative,"We support the 2nd Amendment! Join us, if self-defense is your priority! Black Guns Matter"
Liberal,So lovely girl.
Liberal,Native beauty.
Liberal,"According to the Correctional Association of New York's most recent  statistics, ""as of June 2006, 203, 100 women were in state or federal prisons  or local jails, just under 10% of the total U.S. prison and jail population""-more  than two million. In New York alone, as of January 2008, ""2,821 women were  incarcerated in New York's prisons-about 4.5% of the state's total prison  population of 62,577."" ""More than 65 percent of women in state prisons and  55 percent of men in state prisons report being parents of children under 18.""  •""About 64 percent of mothers in state prisons lived with their children before  prison, compared to 44 percent of men.""  •""About 40 percent of women in state prisons were employed fulltime prior to  their arrest, compared with 60 percent of men.""  •""Nearly 30 percent were receiving public assistance before arrest, compared  to 8 percent of men. About 37 percent had incomes of less than $600 per  month prior to arrest, compared to 28 percent of men."" -Real Truth-"
Liberal,"We're proud to announce an initiative focused on providing free legal education to empower our people and strengthen our community. We urge our city to continue to support and defend our immigrant communities and their families. Immigrants and refugees are an integral part of our economy, our cultural and social life. and our future. Join the Legal Night meeting at on March 4. Legal Night at Free legal help for immigrants"
Liberal,"We're proud to announce an initiative focused on providing free legal education to empower our people and strengthen our community. We urge our city to continue to support and defend our immigrant communities and their families. Immigrants and refugees are an integral part of our economy, our cultural and social life, and our future. Join the Legal i ht meetin at on March 4. Legal Night at Free legal help for immigrants"
Liberal,We're proud to announce an initiative focused on providing free legal education to empower our people and strengthen our community. We believe that having these legal workshops on a monthly basis will prove to be beneficial in a tangible way for our community Meet you at Charlotte. NC Legal Night at _
Conservative,"FREE shooting practice for our subscribers! (Hurry, only 8 packages left!)  Dear subscribers, we offer you to gather together and visit  shooting range in Gainesville, FL. On we are making an  event for our subscribers. Join the event and share it with your friends. First 8  people who will message us will get a FREE 9mm Shooting Package  (includes the day pass, a rental handgun, 100 rounds 9mm, 1 target, eye/ear  protection if needed . If ou want to get it, just message us Shooting practice  at"
Liberal,"The first self-defense class Join the event, bring your  friends, feel safe with us!!! Self-defense classes"
Conservative,Get your daily dose of funny conservative memes! Nothing Left
Conservative,"It's hard to be black in America, still its even harder to be safe if you are black in America. Black Lives Matter's new app proclaiming no Black person is safe in America is flipping the Facebook Safety Check tool on its head. But if the Facebook service is focused on natural disasters and so on, the BLM App is aimed to provide personal safety of any black American in the racist country he lives. Subscribe to our channel: https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow my Facebook: https://www.facebook.com/WilliamsandKalvin Follow me on Instagram: https://www.instagram.com/williams.and.kalvin Follow me on Twitter: https://twitter.com/Williams8kalvin The Truth about Black Lives Matter's new app"
Liberal,My wife doing some dry fire training. Let's give a SALUTE ??to all the Sista's  that shoot!  Repost from
Liberal,Repost from
Liberal,IT HAS TO GO VIRAL!
Conservative,The day time cool but the nights evil?  Repost from
Liberal,ROLL-UP YOUR SLEEVES. IT IS A CALL TO SELF-DEFENSE
Liberal,"Join the event, bring your friends, feel safe with us!  Don't miss the opportunity to train outdoors!  It's free! Organized on a donation basis. Free Self-defense class in Orlando,  Fl"
Liberal,"The second self-defense class with Join the event, bring  your friends, feel safe with us!!! Self-defense classes with"
Conservative,"A 21-year-old senior at the university, Aja Sims, influenced floor routine by putting Hip-Hop in gymnastics and was praised as #BlackGirlsMagic. However, several non-black fans took offense to the proclamation. A 21-year- old senior at the university, Aja Sims, influenced f..."
Conservative,"Check out our unapologetically legit T-shirts for the best in comfort, style and price for the whole family. https://www.facebook. com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com"
Conservative,Today legendary performer Nina Simone would have been 84 years old.
Conservative,They said our lips were too big and unattractive. Whoever said that was wrong and stupid. People are going under a knife to have lips like ours.
Liberal,"U.S. ARMY LIFTS BAN ON DREADLOCKS.        After the critics complained about the Army's unfair burden on black women's hair, the U.S. Army again lifted the ban on dreadlocks that was instated in April 2014. The ban faced an instant backlash from black women so the Army unbanned braids and twists amidst the criticism. Some of the female soldiers used harsh chemicals to keep their hair straight. Moreover, every eight weeks it cost them to $80. Thus, the ban on dreadlocks caused a lot of unnecessary stress. The ban on locs, which was part of Army Regulation 670-1, remained until January 2017. The new rules offered female soldiers another hairstyle option. Now the rules allow dreadlocks and locks but only if they are less than a half- inch wide. Well, it took months for the Army to recognize that black women have different hair texture."
Liberal,We do not want war or violence. We want egaulity and peace.
Conservative,"Alek Wek is now a hero for many of us. Supermodel decided not to go with the crowd that set the European standards of beauty. Despite the fact that all of the fashion models were obliged to wear blond wigs, she did something that was against the norm- she took her wig off and threw it in the crowd. #YouGoGirl"
Liberal,"Back in 1960, Ruby Bridges became the first black child to attend an all-white elementary school in the South. Despite the fact that a child faced a crowd of angry faces on a daily basis at school, she continued to fight for equality in education."
Liberal,"On February 21, 1965, one week after his home was firebombed, Malcolm X was shot to death while speaking at a rally of his organization in New York City."
Liberal,The world needs to acknowledge Black Holocaust. #StayWoke #BrotherForBorther #SissterForSister #StayTogether
Liberal,My face when I am unbothered and not afraid of the racist system.
Conservative,"Commemorate the ""Black History Month"" and celebrate this month with our legit t-shirts. https://www.facebook. com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com"
Conservative,Educate your children on black culture and appropriation. #Blackisonfleek
Liberal,"120 years ago Marian Anderson was born, famous black opera singer of 20th Century Famous Black Singer Marian Anderson Was Born On This Day I BM"
Liberal,A Sense Of Priorities
Liberal,"Elijah McCoy was born in Colchester, Ontario. Canada on May 2, 1844."
Liberal,"The first African-American to attain the Miss USA title was Carole Gist. She won the title on March 2. 1990 in Wichita, Kansas."
Conservative,"DNA Evidence Proves That The First People In China Were Black: Scientist Li Hui proved 100,000 years ago humans began migrating through South Southeast Asia into China from Africa. Testing showed 65 branches of Chinese all carry similar DNA mutations as the people of Southeast Asia. Scientist Jin Li said, ""we did not see even one single individual that could be considered as a descendant of the h?mo erectus in China, rather, everybody was a descendant of our ancestors from Africa."""
Conservative,Officials of the Highlands High School are investigating a bizarre incident of a racist student who posted on snapchat an image of a fake licensee to hunt Black people. Racist Student Booted From School For ̀N***r Hunting License' I BM
Conservative,Officials of the Highlands High School are investigating a bizarre incident of a racist student who posted on snapchat an image of a fake licensee to hunt Black people. Racist Student Booted From School For ̀N***r Hunting License' I BM
Conservative,"On December 3rd the KKK terrorist organization will host a ""victory"" parade in North Carolina to celebrate the election of Donald Trump. Join us on Dec. 3 in Marshall Park, Charlotte as we voice our opposition to the Klan demonstration, their hateful agenda, violence and oppression! Charlotte Against Hate"
Conservative,"On December 3rd the KKK terrorist organization will host a ""victory"" parade in North Carolina to celebrate the election of Donald Trump. Join us on Dec. 3 in Marshall Park. Charlotte as we voice our opposition to the Klan demonstration, their hateful agenda, violence and oppression! Charlotte Against Hate"
Liberal,We're proud to announce an initiative focused on providing free legal education to empower our people and strengthen our community. We believe that having these legal workshops on a monthly basis will prove to be beneficial in a tangible way for our community i eet ou at Charlotte. NC Legal Night at=
Liberal,"New ideas, old values. Join!"
Liberal,"New ideas, old values. Join!"
Liberal,"New ideas, old values. Join!"
Conservative,"""There's no way I would have anything without her. She's my inspiration,"" Serena said about her sister. Now Serena has 23 major singles titles. She's about to make a new world record but she's already made history. Serena is still the best tennis player at her 35. Serena and Venus made tennis black. Never before the world had a chance to admire black excellence on the tennis court. Despite the stupid mockeries aimed at their race and appearance, the Williams sisters are still the best, full of love and perfection! Thank you sisters! You made all of us great!        #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #serenawilliams #venuswilliams #tennis #blackgirlmagic"
Liberal,"There is no appropriate age to fight for your rights and stand for your  community. No matter how young you are, you should realize what happens  and take the stance of action. If you see that everyone else's effort wasn't  enough, you should contribute, too. Just look at this girl. She understands that  the problem exists and she's trying to tell people around the country about it.  We think she is hoping for the best.  #blackexcellence #blackperfection #blackbeauty #blackbusiness  #africanamerican #blackcommunity #melanin #blackpride #blackout #america  #usa #blackscience #education #diversity #flint"
Liberal,"Drum and Spear Bookstore in Washington DC was opened by veteran members of the Student Nonviolent Coordinating Committee (SNCC) in summer of 1968. The shop was selling the books of black writers. The next year the owners of Drum and Spear launched its own publishing company. One of co-founders said ""We don't define profit in terms of money. The profit is the patronage of the community, which allows the store to self-support."" Drum and Spear was aimed to show people the true black culture and history, something beyond the American school program. It's reflected in the name of the shop: the drum is for ""communications within the diaspora,"" and the spear symbolizes ""whatever else might be necessary for the liberation of the people."" The best-sellers of early 70s in this shop were such books as the Autobiography of Malcolm X and Eldridge Cleaver's Soul on Ice. This bookstore inspired people around the country to open similar bookstores. Drum and Spear and many other stores were not only the shops, but a ""free spaces"" for thinking black people where folks could meet and discuss the vital issues. Let's not forget our legacy! We need this drum and we need this spear today, in 2017.        #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #drumandspear #blackpower"
Liberal,"Leon Moss, 12, is Atlanta resident. His mother discovered Leon's talent when he was 9-year-old. She began to take him to local museums such as the Apex, the Sights and Sounds Black Cultural Museum and the Fernbank Museum of Natural History. To improve Leon's skills of painting he began to attend art classes of R. Gregory Christies. Non-profit organization the Southwest Atlanta Youth Business Organization (SWAYBO) also helped Leon in many ways. According to blacknews.com, the organization gave him lessons of ""poise and presentation, public speaking, sales and marketing at marketplaces and how to perform basic accounting formulas. With SWAYBO, Leon has met judges, successful business owners and other pillars of the Black community."" Now Moss makes illustrations and sells the copies of his works. The first book with his illustrations is As Big As God. That's what we call the support of family and the community! Good luck, Leon! We should believe in ourselves just like Leon's mother believed in him. Our roots are strong; just imagine how strong you can be if only you grow with your roots!        #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #leonmoss #art #blackart"
Conservative,"+size princess (we don't know her name, her Twitter account is @_illestCee) was body-shamed by some man on the Internet. Zendaya came across his comments on Twitter and decided to step in. ""Stumbling across this is stupid shit, she is fine as hell head to toe. [I] guarantee [she] doesn't know you exist my man. As for her, slay on queen,"" she tweeted and offered @_illestCee a modeling gig! ""I'm really speechless right now because becoming a plus size model has been my number one goal,"" the beauty replied. Black girl magic works! Don't try to mess with it! Especially when two black girls unite for a good purpose! Respect people!        #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #zendaya"
Liberal,Make America Aztlan again!
Conservative,And she was gorgeous. Never forget
Liberal,What part of Mexico do you come from?
Liberal,To those who don't understand our struggle
Conservative,"How can we be illegal on our own land? The United States unfairly took from Mexico what is now the Southwest of the country in the Treaty of Guadalupe Hidalgo that ended the Mexican-U.S. War. The ceded territory included what is now Texas, New Mexico. Arizona and California, and parts of Colorado, Nevada and Utah. This greater area represents the point of parting of the Aztec migrations."
Liberal,Straight up
Liberal,Happy Valentine's day! Let us be grateful to people who make us happy.
Liberal,Edward James Olmos in Zoot Suit
Conservative,"Bibles, guns and disease..."
Liberal,Orgullo Mexicano
Liberal,Pick one or two
Liberal,"Heritage, not hate. The South will rise again!"
Conservative,Keep it flying high and proud! The South will rise again!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans! Veterans Come First
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans!
Liberal,Support our Veterans! Veterans Come First
Liberal,"This is a huge victory for us! Harvard University is one of the best schools in the whole world and when a Black woman is becoming a president of Harvard Law Paper it's huge! Education for the Black people was never easy, starting slave period when Black people could be killed for reading a book, including today when thousands of kids cannot get the education because of their skin color and the prejudice of the teachers, and this girl is proving that times are changing. Recently Black women were called the most educated group of people in the US and years by, we can see that those women are starting to make changes. Here and there we hear the news about Black people holding the positions for the first time in history and trust me, it's just a beginning! We are so happy to see the whole nation waking up and realizing the importance of both hustle and education."
Liberal,Let's celebrate their succes together!
Conservative,Together we are a shining beacon of faithfulness! Join us and light your way       to Jesus!
Conservative,Together we are a shining beacon of faithfulness! Join us and light your way to Jesus! Army Of Jesus
Conservative,"The community of 2nd Amendment supporters, guns lovers & patriots"
Liberal,"Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd"
Liberal,Masterpiece!
Liberal,Masterpiece:
Liberal,Masterpiece:
Liberal,(better don't do that)
Liberal,"Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd"
Liberal,"Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd"
Conservative,"The community of 2nd Amendment supporters, guns lovers & patriots"
Conservative,"The community of 2nd Amendment supporters, guns lovers & patriots"
Conservative,"The community of 2nd Amendment supporters, guns lovers & patriots Defend The 2nd"
Conservative,"Like if you're thinking: ''Wish it was all mine..."" :D"
Liberal,"Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd"
Conservative,God created you and loves you! Never forget! ?       .#ittakestime #soblessed #waitingonthelord#lord #amen #hallelujah #salvation #Blacksforchrist #jesus #jesussaves #prayer #jesusistruth #jesusforall #liveforchrist #america #saved #christians #christfanatics #Jesus #Christ #Cristo #church #amor #love #God #jesuslovesyou #jesuschrist #prayer #Godisincontrol #pra isebetothe Lord
Liberal,"Ladies & Gents, today we remember one of the realest ever Lone Rangers,. Bass Reeves. Mostly described as the ""lawman second to none,"" a man who was ""absolutely fearless and also labelled, the Black Hero Marshal. Reeves was born to slave parents in 1838 in Crawford County Arkansas, but Bass Reeves would become the first black U.S. Deputy Marshal west of the Mississippi River and one of the greatest frontier heroes in the history of this country. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self IsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke"
Liberal,"Staying Woke, building-up our communities, uplifting our people. Join us! Woke Blacks"
Liberal,People like her will never be forgotten in the lives of most Black people. #BlackDontCrack #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #blackexcellence #goals #woke
Liberal,I'll just leave this one here. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke
Liberal,"You may not have heard of Zelda Wynn Valdes, but you've certainly seen her designs. This amazing Black fashion designer created the original Playboy bunny costume. In 1948, was the first Black designer to open up her own shop on Broadway. Valdes created gorgeous gowns many stars like Mae West; Joyce Bryant, Josephine Baker, Gladys Knight, Sarah Vaughan, Dorothy Dandridge, Ella Fitzgerald and countless others. Although very little is known about her, Zelda Wynn also created costumes for the Dance Theater of Harlem and was a founding partner of the National Association of Fashion and Accessory Designers. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Conservative,"Some people's contribution to the Black man's confidence in themselves cannot be overlooked, Y'all remember Nichelle Nichols, popularly known as Uhura? Well Dr. Martin Luther King once pleaded that she reconsider her decision to quit and stay on StarTrek because her role was so important to the community. Do you believe similar sacrifices from Black people in white supremacy systems could really influence anything for the ordinary Black man? #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Liberal,"I have always admired the strength of Black women to strive for success and here i serve us all again with this delighting success of Barbara Ross-Lee, a physician and the first African-American woman to become the dean of a predominantly white medical school. Thank you for your inspiration; paving the way for young Black girls to dream bigger and achieve greater heights. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self IsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Liberal,"I see many young Black girls skating and excelling in a field that used to be predominantly white. In the sense that efforts were really made to prevent Black people from participating in such sports, back in the days. But thanks to Debi Thomas and other Black skaters; we changed the game and on Feb. 8. 1986. Debi became the first Black skater to hold a US national titles in ladies' single figure scating. Debi; a physician, became the 1986 World champion, the 1988 Olympic bronze medalist; and a two-time U.S. national champion. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment MntegrationFailed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Liberal,"Each time this question is raised: ""When is Black History Month?"" Remember you answer should always be... 365/24/7. #BlackDontCrack #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #blackexcellence #goals #evoke"
Conservative,"And how can we ever forget The G.O.A.T. for saving this man's life. ""You are my brother. and I want to help you."" Ali said to the man. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Conservative,"Let's celebrate this amazing Black woman, Alexa Canady for her feat in becoming the first black female neurosurgeon in the United States in 1981. Once again Black women making history with their achievements and inspiring our young ones. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlackIsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African U n ifi cation #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
